*****************************************************************************************************
*    One-Year Scenario of Activities - Elderly with dependency level changes:   					*
*    P1 for months 1-2-3 ; P3 for months 4-5-6 ; P6 for months 7-8-9 and P8/P9 for months 10-11-12	*
*    Coded version - 28/03/2015   	                                   		         					* 
*    Format : 										                 					*
*    <starting time> <end time> <action/activity code>		                 					*
*												                 					*
*    eHealth Monitoring Open Data Project					                 					*
*    https://sourceforge.net/projects/ehealthmonitoringproject/                   					*
3326929 3327327 7
3327388 3327668 4
3327757 3327996 34
3328065 3328389 13
3328477 3328685 18
3328777 3330225 19
3330309 3330568 4
3330684 3330919 34
3331013 3331939 17
3332046 3333890 19
3333972 3336557 1
3336636 3344100 24
3344208 3344524 7
3344588 3348497 19
3348577 3349434 12
3349506 3349849 13
3349948 3350190 34
3350275 3353875 1
3354045 3354405 34
3354476 3354835 4
3354951 3357897 16
3357897 3358144 4
3358243 3361225 19
3361309 3362181 17
3362288 3368418 19
3368492 3369048 2
3369119 3383952 24
3384091 3384610 7
3384679 3385002 4
3385105 3404543 24
3404735 3405903 3
3406058 3406415 13
3406535 3406938 2
3407087 3407590 7
3407659 3407940 4
3408052 3408636 15
3408699 3410398 1
3410554 3410918 7
3410981 3411239 4
3411319 3413644 10
3413719 3416493 11
3416575 3419783 16
3419856 3420048 4
3420161 3420927 17
3420995 3421160 18
3421262 3421567 34
3421645 3422140 13
3422257 3423325 17
3423429 3425581 19
3425649 3425997 7
3426059 3426337 4
3426454 3428206 19
3428297 3430450 1
3430519 3439475 24
3439540 3445538 19
3445626 3445956 7
3446068 3446261 4
3446345 3447209 17
3447271 3447789 6
3447947 3457925 33
3458005 3458451 2
3458516 3473324 24
3473453 3473995 7
3474061 3493833 24
3494042 3494937 3
3495092 3495548 2
3495648 3496202 13
3496245 3496557 7
3496658 3496893 4
3497006 3497415 15
3497495 3498789 1
3498871 3501808 16
3501882 3502267 7
3502362 3502596 4
3502670 3505380 1
3505504 3505644 18
3505736 3506189 13
3506258 3506512 4
3506593 3515198 24
3515328 3515920 7
3515997 3516212 4
3516298 3516768 13
3516847 3517784 17
3517863 3520853 19
3520914 3521369 2
3521462 3526263 19
3526347 3526879 2
3526963 3527420 13
3527527 3533454 19
3533551 3536411 16
3536411 3540011 1
3540092 3540613 2
3540673 3565708 24
3565862 3566179 7
3566295 3576227 24
3576469 3576663 4
3576751 3577251 2
3577373 3577633 4
3577729 3578119 7
3578289 3579049 3
3579152 3579421 5
3579501 3579968 13
3580066 3580363 4
3580441 3580891 15
3581005 3582348 1
3582490 3582848 4
3582925 3583376 2
3583460 3590084 33
3590148 3592074 16
3592167 3592507 4
3592599 3593092 7
3593168 3593458 4
3593564 3593934 13
3593995 3594382 7
3594481 3594770 4
3594883 3595110 18
3595202 3595390 4
3595464 3597745 1
3597809 3605358 24
3605443 3611267 19
3611343 3613347 16
3613347 3616947 1
3617101 3617317 34
3617394 3617724 4
3617809 3618855 17
3618973 3624484 19
3624552 3625073 2
3625185 3644230 24
3644365 3644705 7
3644787 3660561 24
3660758 3661872 3
3661960 3662117 5
3662200 3662789 7
3662904 3663166 4
3663229 3663593 13
3663707 3663997 4
3664102 3664665 2
3664728 3664951 4
3665021 3665373 15
3665469 3666916 1
3667048 3667262 4
3667360 3670280 35
3670360 3672479 16
3672592 3673299 17
3673412 3673562 18
3673651 3674754 17
3674858 3677656 1
3677800 3678044 34
3678128 3678340 4
3678459 3680240 19
3680304 3688425 24
3688577 3690336 17
3690424 3693501 19
3693586 3693925 2
3694066 3702885 33
3702989 3703206 4
3703280 3706185 16
3706271 3706596 34
3706716 3707380 12
3707486 3707802 4
3707896 3710791 35
3710862 3711265 2
3711357 3732741 24
3732863 3733220 7
3733315 3733498 4
3733561 3747092 24
3747328 3748055 3
3748206 3748758 13
3748847 3749180 4
3749256 3749775 2
3749849 3750073 4
3750192 3750733 7
3750832 3751191 4
3751274 3751843 15
3751953 3753442 1
3753590 3753827 4
3753941 3756913 35
3756980 3759201 16
3759285 3759811 7
3759887 3760129 4
3760211 3760478 34
3760570 3762748 1
3762900 3763081 18
3763196 3763715 13
3763823 3764084 34
3764200 3766117 19
3766195 3773599 24
3773772 3774136 7
3774217 3774509 4
3774594 3774980 13
3775081 3775806 17
3775867 3776212 4
3776311 3776749 7
3776815 3779676 19
3779781 3782559 16
3782559 3786159 1
3786297 3786618 34
3786702 3787046 4
3787163 3787584 13
3787696 3792164 19
3792257 3792932 12
3793005 3793290 4
3793401 3794387 17
3794506 3797535 35
3797619 3798024 2
3798087 3817568 24
3817696 3818291 7
3818375 3833798 24
3834030 3834650 3
3834828 3835307 13
3835416 3835598 4
3835661 3836017 7
3836078 3836412 4
3836481 3836855 2
3836943 3837186 4
3837261 3837827 15
3837907 3839545 1
3839698 3839918 4
3840007 3840569 13
3840656 3842703 19
3842767 3846336 16
3846482 3846798 34
3846903 3847259 4
3847340 3849998 1
3850139 3850366 18
3850432 3850649 4
3850725 3851249 13
3851355 3852107 17
3852187 3859624 24
3859737 3860144 13
3860234 3860495 4
3860608 3861180 7
3861268 3861591 4
3861691 3862375 17
3862461 3862782 4
3862853 3863433 7
3863511 3868045 19
3868162 3868571 2
3868681 3869218 6
3869375 3880015 33
3880151 3880668 7
3880786 3881020 4
3881095 3881480 2
3881547 3897031 24
3897187 3897724 7
3897834 3898183 4
3898251 3917620 24
3917839 3918123 4
3918186 3918766 7
3918873 3919097 4
3919211 3919700 13
3919820 3920510 3
3920579 3920721 5
3920838 3921360 2
3921430 3921642 4
3921724 3922314 15
3922421 3923885 1
3923964 3924541 7
3924623 3924858 4
3924954 3925505 7
3925587 3925792 4
3925911 3926374 13
3926447 3928813 19
3928900 3931637 16
3931706 3931898 4
3932016 3934331 19
3934445 3934890 7
3934960 3935155 4
3935234 3935674 13
3935734 3936273 7
3936334 3936643 4
3936744 3938987 1
3939115 3939276 18
3939359 3948160 24
3948250 3948685 7
3948782 3949008 4
3949110 3949531 13
3949597 3953055 19
3953153 3955403 16
3955403 3959003 1
3959175 3959465 34
3959534 3960212 12
3960286 3960834 13
3960923 3966847 19
3966951 3967353 6
3967422 3967760 2
3967875 3995379 24
3995541 3996043 7
3996115 4003624 24
4003846 4004134 4
4004195 4004741 13
4004856 4005057 4
4005173 4005830 3
4005947 4006242 5
4006321 4006841 2
4007007 4007335 7
4007454 4007677 4
4007740 4008082 15
4008177 4009780 1
4009930 4010423 13
4010495 4012594 10
4012699 4015188 11
4015251 4018127 16
4018221 4019703 19
4019820 4020093 34
4020201 4020417 4
4020514 4022354 1
4022354 4022681 4
4022761 4022919 18
4023014 4025147 19
4025218 4032751 24
4032869 4033295 7
4033413 4033639 4
4033720 4034114 13
4034214 4034553 4
4034670 4035721 17
4035787 4038555 19
4038666 4039124 7
4039190 4039481 4
4039557 4041361 16
4041361 4044961 1
4045082 4045394 34
4045502 4046351 12
4046427 4046962 7
4047038 4047219 4
4047281 4047837 13
4047949 4050052 19
4050115 4050640 2
4050815 4061287 33
4061371 4061971 2
4062050 4076812 24
4076960 4077378 7
4077441 4077690 4
4077753 4097819 24
4098041 4098384 4
4098498 4099082 13
4099202 4100040 3
4100149 4100418 5
4100509 4101043 2
4101157 4101677 7
4101749 4102046 4
4102143 4102549 15
4102628 4103981 1
4104069 4107476 16
4107653 4107990 34
4108059 4111029 1
4111153 4111377 34
4111459 4111584 18
4111664 4120333 24
4120394 4120640 4
4120725 4121164 13
4121257 4121717 7
4121824 4122056 4
4122133 4127036 19
4127129 4127493 2
4127557 4128115 7
4128189 4128438 4
4128543 4128939 2
4129047 4129423 6
4129545 4138992 33
4139070 4139310 4
4139398 4141198 35
4141280 4141700 2
4141798 4162525 24
4162682 4163118 7
4163221 4177360 24
4177609 4177947 4
4178034 4178599 13
4178698 4179602 3
4179744 4180113 7
4180230 4180482 4
4180601 4180903 2
4181026 4181282 4
4181372 4181754 15
4181874 4183200 1
4183330 4183555 4
4183635 4184214 6
4184306 4190608 33
4190692 4193941 16
4194038 4194357 4
4194433 4197072 1
4197221 4197394 18
4197462 4197842 7
4197912 4205567 24
4205681 4206024 4
4206093 4206471 13
4206575 4208163 17
4208255 4208486 4
4208558 4211653 19
4211723 4212024 7
4212101 4212313 4
4212416 4215514 16
4215514 4219114 1
4219275 4219852 7
4219941 4220191 4
4220304 4220890 13
4220986 4227028 19
4227107 4227442 2
4227508 4250329 24
4250463 4250822 7
4250932 4262336 24
4262466 4262917 7
4263146 4263849 3
4263949 4264190 5
4264267 4264831 13
4264897 4265164 4
4265257 4265844 2
4265906 4266219 4
4266306 4266762 7
4266869 4267079 4
4267162 4267621 15
4267691 4269432 1
4269593 4269856 4
4269957 4272193 19
4272263 4272835 14
4272946 4276502 19
4276586 4279383 16
4279519 4279868 34
4279983 4281228 19
4281313 4281627 13
4281732 4281923 34
4282000 4282354 4
4282450 4285087 1
4285260 4285407 18
4285483 4294389 24
4294453 4294870 7
4294956 4298853 19
4298957 4301171 16
4301241 4301570 34
4301676 4301917 4
4302028 4302707 17
4302792 4306392 1
4306558 4306871 34
4306959 4307379 13
4307445 4310251 35
4310368 4310854 2
4310967 4311487 6
4311613 4318892 33
4318955 4319392 2
4319457 4338596 24
4338736 4339202 7
4339276 4339528 4
4339616 4355563 24
4355790 4356470 3
4356634 4357059 13
4357104 4357574 7
4357688 4357903 4
4357963 4358427 2
4358526 4358874 4
4358945 4359412 15
4359502 4360980 1
4361045 4363310 16
4363430 4365296 19
4365397 4366569 17
4366657 4366996 7
4367089 4367390 4
4367486 4368761 19
4368830 4368960 18
4369025 4369243 4
4369320 4371389 1
4371468 4378873 24
4379040 4379473 7
4379558 4379896 4
4379964 4380327 13
4380408 4380654 4
4380772 4382479 17
4382553 4385443 19
4385548 4386418 12
4386536 4388609 35
4388681 4392281 1
4392414 4392701 34
4392789 4393354 7
4393436 4393645 4
4393759 4397870 19
4397935 4400795 16
4400867 4401351 2
4401414 4422401 24
4422563 4423028 7
4423126 4436380 24
4436613 4436957 4
4437075 4437602 13
4437689 4438142 2
4438228 4438571 7
4438655 4439288 3
4439361 4439620 5
4439696 4440280 15
4440392 4441658 1
4441816 4442777 17
4442868 4443331 14
4443425 4445592 35
4445690 4446145 13
4446209 4449503 16
4449642 4449851 34
4449930 4450692 17
4450800 4452315 19
4452383 4452717 34
4452804 4453142 13
4453212 4453523 4
4453613 4457069 1
4457197 4457370 18
4457437 4465062 24
4465139 4465492 7
4465611 4465946 4
4466041 4466413 13
4466474 4466801 4
4466873 4467823 17
4467892 4474419 19
4474522 4475064 2
4475232 4484944 33
4485086 4485659 13
4485736 4486293 2
4486401 4506820 24
4506971 4507453 7
4507544 4521772 24
4521988 4522666 3
4522739 4522966 5
4523066 4523456 13
4523521 4524039 2
4524143 4524468 7
4524540 4524729 4
4524792 4525163 15
4525274 4526706 1
4526881 4527094 4
4527203 4527960 17
4528046 4530251 35
4530353 4530916 7
4530992 4531349 4
4531430 4531932 7
4531995 4532277 4
4532351 4535279 19
4535355 4538081 16
4538163 4540100 19
4540166 4540665 7
4540748 4540941 4
4541014 4544114 1
4544277 4544522 34
4544609 4544742 18
4544828 4552092 24
4552169 4552560 7
4552664 4552959 4
4553039 4554144 17
4554218 4560931 19
4561016 4563634 16
4563729 4563979 34
4564098 4564633 7
4564716 4565035 4
4565116 4568716 1
4568847 4573078 19
4573158 4573598 2
4573706 4589200 24
4589372 4589878 7
4589975 4609430 24
4609610 4610245 3
4610352 4610644 5
4610723 4611283 7
4611345 4611572 4
4611658 4612243 13
4612316 4612632 4
4612707 4613166 2
4613312 4613670 4
4613770 4614337 15
4614423 4616063 1
4616212 4618609 19
4618715 4621484 11
4621567 4622845 10
4622918 4625960 16
4626063 4626453 7
4626568 4626875 4
4626975 4629451 1
4629595 4629830 18
4629893 4638103 24
4638182 4638640 7
4638747 4638938 4
4639036 4639360 13
4639472 4640982 17
4641070 4646367 19
4646471 4648374 35
4648484 4652093 19
4652159 4652513 6
4652683 4662625 33
4662715 4663228 2
4663320 4688436 24
4688564 4688930 7
4689010 4698875 24
4699106 4699378 4
4699493 4700091 2
4700185 4700407 4
4700481 4700953 13
4701040 4701356 4
4701462 4702402 3
4702497 4702848 5
4702954 4703302 7
4703381 4703619 4
4703729 4704103 15
4704185 4705860 1
4705921 4709155 16
4709216 4709477 4
4709585 4711909 19
4712021 4712247 4
4712365 4714283 1
4714405 4714540 18
4714602 4716824 19
4716892 4724852 24
4725023 4725411 7
4725518 4725714 4
4725785 4726115 13
4726178 4727870 17
4727934 4731644 19
4731738 4732210 2
4732316 4732620 6
4732796 4743014 33
4743192 4747141 19
4747216 4747735 2
4747854 4769949 24
4770089 4770684 7
4770750 4771042 4
4771137 4783931 24
4784171 4784514 4
4784603 4784971 2
4785115 4785703 13
4785784 4786002 4
4786097 4786476 7
4786540 4787678 3
4787745 4787979 5
4788045 4788590 15
4788674 4790409 1
4790556 4790893 4
4790965 4797798 33
4797879 4800795 16
4800864 4801052 4
4801122 4803390 1
4803547 4803837 34
4803898 4804235 7
4804349 4804598 4
4804711 4804840 18
4804911 4813846 24
4813923 4820311 19
4820414 4821582 17
4821646 4823968 16
4823968 4827568 1
4827701 4828159 7
4828236 4828430 4
4828498 4829498 17
4829611 4834102 19
4834190 4834495 2
4834602 4858398 24
4858549 4858970 7
4859046 4869590 24
4869822 4870067 4
4870175 4870477 13
4870561 4870747 4
4870832 4871398 2
4871516 4871969 7
4872041 4872756 3
4872860 4873161 5
4873278 4873866 15
4873942 4875372 1
4875550 4876528 17
4876594 4876955 13
4877056 4879809 35
4879894 4882533 16
4882628 4882923 4
4882985 4884884 1
4884884 4885238 4
4885329 4885547 34
4885665 4887673 19
4887736 4888007 4
4888102 4888361 34
4888434 4888735 4
4888816 4889162 13
4889266 4889597 4
4889671 4891792 19
4891871 4892052 18
4892136 4900687 24
4900773 4905561 19
4905678 4908821 16
4908821 4912421 1
4912600 4912919 4
4912998 4916119 35
4916204 4925012 33
4925089 4925618 2
4925697 4951640 24
4951775 4952227 7
4952295 4961147 24
4961380 4961667 4
4961785 4962327 13
4962435 4962664 4
4962740 4963104 2
4963205 4963635 7
4963707 4964673 3
4964737 4965094 5
4965165 4965720 15
4965812 4967411 1
4967482 4969853 16
4969979 4970197 34
4970280 4973474 1
4973642 4973765 18
4973842 4974160 34
4974265 4974931 17
4974991 4976983 19
4977062 4984641 24
4984813 4985250 7
4985351 4985706 4
4985780 4986346 13
4986435 4990350 19
4990416 4992619 16
4992619 4996219 1
4996341 4996866 7
4996979 4997260 4
4997365 5000874 35
5000950 5001602 17
5001671 5010001 33
5010076 5010587 2
5010650 5039035 24
5039189 5039662 7
5039730 5045576 24
5045809 5046166 4
5046272 5046772 7
5046886 5047886 3
5047951 5048078 5
5048182 5048749 13
5048830 5049061 4
5049122 5049549 2
5049645 5049931 4
5050020 5050473 15
5050573 5052208 1
5052275 5054765 16
5054876 5055232 4
5055351 5058235 1
5058383 5058518 18
5058624 5060400 19
5060503 5061231 17
5061351 5061915 13
5061976 5070884 24
5070969 5071564 13
5071662 5071935 4
5072005 5072504 7
5072585 5079019 19
5079080 5079547 6
5079722 5087912 33
5088003 5088229 4
5088348 5095001 19
5095090 5095643 2
5095708 5120659 24
5120805 5121148 7
5121249 5130952 24
5131158 5132355 3
5132503 5132971 2
5133080 5133400 4
5133471 5134024 7
5134121 5134369 4
5134458 5134896 13
5134991 5135197 4
5135294 5135821 15
5135913 5137127 1
5137261 5138252 17
5138331 5140418 16
5140498 5141982 19
5142062 5142244 18
5142352 5142815 13
5142883 5143225 34
5143342 5145259 1
5145259 5145593 4
5145695 5147063 19
5147151 5148307 17
5148394 5156867 24
5156958 5157469 7
5157575 5157826 4
5157928 5158347 7
5158422 5158775 4
5158854 5160375 17
5160458 5165479 19
5165542 5166101 2
5166166 5166540 13
5166604 5169870 35
5169952 5180033 33
5180117 5180471 2
5180571 5209228 24
5209392 5209715 7
5209807 5215696 24
5215887 5216695 3
5216860 5217425 2
5217549 5217829 4
5217918 5218368 7
5218460 5218734 4
5218811 5219400 13
5219487 5219765 4
5219827 5220207 15
5220279 5221859 1
5222011 5222333 13
5222434 5224035 10
5224152 5226701 11
5226762 5229901 16
5230009 5230219 4
5230288 5230834 13
5230905 5231251 7
5231364 5231634 4
5231699 5232132 7
5232251 5232495 4
5232571 5236163 1
5236328 5236646 34
5236759 5238728 19
5238837 5239126 34
5239195 5239989 17
5240102 5240337 4
5240408 5242629 19
5242691 5242938 4
5243053 5244561 19
5244661 5244789 18
5244876 5253374 24
5253447 5256178 19
5256238 5257002 12
5257066 5257482 7
5257594 5257909 4
5258020 5260247 16
5260247 5263847 1
5263910 5264483 2
5264588 5289423 24
5289602 5289964 7
5290053 5299681 24
5299925 5300585 3
5300761 5301329 13
5301419 5301748 4
5301844 5302381 7
5302453 5302702 4
5302816 5303395 2
5303499 5303840 4
5303922 5304374 15
5304458 5306217 1
5306340 5306548 4
5306612 5307165 14
5307229 5309393 35
5309487 5309918 7
5310025 5310337 4
5310401 5313309 16
5313418 5315060 19
5315124 5315255 18
5315348 5317622 19
5317732 5317923 4
5317987 5318357 7
5318433 5318721 4
5318836 5319333 13
5319417 5321046 19
5321159 5321702 7
5321814 5322055 4
5322131 5324098 1
5324178 5333079 24
5333159 5337207 19
5337288 5337798 6
5337967 5346355 33
5346525 5350629 19
5350697 5351179 2
5351297 5366610 24
5366784 5367143 7
5367252 5367552 4
5367644 5386664 24
5386888 5387176 4
5387243 5387839 13
5387925 5389024 3
5389175 5389700 2
5389836 5390063 4
5390180 5390498 7
5390571 5390804 4
5390923 5391440 15
5391522 5392810 1
5392969 5393566 14
5393684 5399347 33
5399429 5401746 16
5401834 5402775 17
5402860 5403056 34
5403138 5403585 7
5403682 5404015 4
5404105 5404681 13
5404742 5405371 17
5405489 5407579 19
5407682 5407880 4
5407987 5408194 34
5408311 5410452 1
5410575 5410713 18
5410775 5419256 24
5419318 5423948 19
5424012 5427002 16
5427002 5430602 1
5430730 5430946 34
5431010 5431635 12
5431697 5432028 7
5432120 5432339 4
5432454 5432863 13
5432934 5433336 7
5433454 5433731 4
5433836 5434520 17
5434627 5439203 19
5439270 5439781 2
5439893 5459301 24
5459439 5459743 7
5459854 5474782 24
5475030 5475383 4
5475457 5476038 2
5476145 5476597 13
5476692 5476948 4
5477015 5477472 7
5477542 5478232 3
5478292 5478475 5
5478540 5478891 15
5478998 5480413 1
5480542 5480885 4
5480966 5481281 13
5481372 5482114 17
5482223 5484719 19
5484802 5487889 16
5488010 5488309 34
5488426 5491478 1
5491616 5491786 18
5491852 5492295 13
5492383 5493966 19
5494038 5502509 24
5502660 5503001 13
5503067 5503296 4
5503366 5503957 7
5504045 5504355 4
5504438 5505820 17
5505882 5512504 19
5512624 5512873 34
5512975 5516575 1
5516752 5517109 34
5517171 5517797 12
5517864 5518116 4
5518228 5520615 16
5520615 5520870 4
5520989 5521816 17
5521900 5522387 13
5522495 5523450 17
5523518 5523957 2
5524039 5551565 24
5551717 5552079 7
5552149 5559293 24
5559530 5559862 4
5559969 5560335 13
5560438 5560619 4
5560684 5561419 3
5561491 5561684 5
5561771 5562226 7
5562315 5562529 4
5562637 5562979 2
5563091 5563441 4
5563539 5564065 15
5564153 5565518 1
5565640 5565861 4
5565945 5566998 17
5567092 5569910 35
5569988 5572807 16
5572887 5573213 4
5573290 5573435 18
5573508 5573974 7
5574052 5574382 4
5574466 5577886 1
5578020 5578242 34
5578319 5578520 4
5578615 5579292 17
5579395 5579580 4
5579641 5579964 34
5580030 5580544 7
5580605 5587917 24
5588070 5588666 7
5588770 5589122 4
5589222 5589636 13
5589752 5590320 7
5590385 5590604 4
5590713 5591677 17
5591761 5593702 19
5593791 5594453 17
5594522 5595398 12
5595467 5596192 17
5596292 5596623 6
5596761 5604542 33
5604660 5604877 4
5604947 5607595 35
5607663 5607984 34
5608086 5608340 4
5608442 5609450 17
5609511 5610005 2
5610109 5638686 24
5638851 5639325 7
5639391 5639736 4
5639816 5646212 24
5646422 5646764 4
5646876 5647298 13
5647357 5647811 7
5647918 5649008 3
5649114 5649314 5
5649422 5649771 2
5649888 5650146 4
5650216 5650668 15
5650784 5652279 1
5652421 5652826 13
5652929 5656221 35
5656296 5659118 16
5659218 5660717 19
5660806 5661393 7
5661494 5661844 4
5661929 5662247 34
5662347 5664317 1
5664454 5664602 18
5664720 5665256 7
5665375 5665679 4
5665775 5665984 34
5666080 5668210 19
5668288 5676736 24
5676822 5677197 13
5677267 5677766 7
5677848 5680415 19
5680488 5681173 12
5681279 5681685 13
5681760 5683844 19
5683952 5684271 2
5684357 5684539 4
5684658 5688258 1
5688436 5688638 34
5688720 5689587 17
5689659 5690100 7
5690187 5690442 4
5690558 5691348 17
5691461 5694741 35
5694851 5696736 16
5696814 5697412 2
5697478 5715375 24
5715528 5715917 7
5716003 5716335 4
5716444 5733490 24
5733718 5734790 3
5734910 5735215 5
5735296 5735839 13
5735882 5736481 7
5736598 5736788 4
